text,fname,sentence_index
"Oh my gosh, we've been worried sick.",S02E01,372
- Where is he? - Not so fast.,S02E01,373
I'm afraid this animal is stolen proper.,S02E01,374
What? We didn't steal it.,S02E01,375
My husband rented it for our daughter's birthday party.,S02E01,376
"Just show me the rental agreement,",S02E01,377
we can clear this right up.,S02E01,378
I haven't got a rental agreement.,S02E01,379
I got a sweaty handshake,S02E01,380
and he took off in his dark van.,S02E01,381
Seemed okay to me.,S02E01,382
Then I'm afraid we have a problem.,S02E01,383
"No no no, hon.",S02E01,384
Here's your rental agreement.,S02E01,385
"Honey, I told you I didn't get one.",S02E01,386
"Oh no, it's right here.",S02E01,387
Yeah yeah.,S02E01,388
"As a matter of fact,",S02E01,389
he has two rental agreements.,S02E01,390
"Are you trying to bribe me, ma'am?",S02E01,391
We also have cake.,S02E01,392
"So that's how we got here,",S02E01,393
which only leaves P.,S02E01,394
J.,S02E01,395
How did you get here?,S02E01,396
"Oh, cute story, actually.",S02E01,397
So it was after the concert.,S02E01,398
I can't believe I went to Yale.,S02E01,399
Now I'm a gurgle.,S02E01,400
I've got talkin' toes,S02E01,401
The big one likes to say hello,S02E01,402
The other four are not so bold,S02E01,403
They curl up when it gets too cold.,S02E01,404
"That's great, kid.",S02E01,405
"Oh, you like that one? I've got plenty of others",S02E01,406
"One about talking eyes, one about talking knees",S02E01,407
"Yeah, do you happen to have a song about security guards?",S02E01,408
That's not a good idea for a song.,S02E01,409
Oh.,S02E01,410
"See you later, I'm off to jail",S02E01,411
Could you do me a favor and post my bail?,S02E01,412
Here's a gurglewho went to Yale ,S02E01,413
so I was busted for harassing a gurgle,S02E01,414
and stripped of my membership from the fan club.,S02E01,415
"Okay, Duncans, you're free to go.",S02E01,416
You've been bailed out.,S02E01,417
- Bailed out? - By who?,S02E01,418
Gurgle circle.,S02E01,419
"Yeah yeah, biggest moment of your life.",S02E01,420
But why did you bail us out?,S02E01,421
"Well, I played pick a scab",S02E01,422
for the other gurgles and they loved it.,S02E01,423
"- I sold a song? - No, i sold a song.",S02E01,424
You got bailed out.,S02E01,425
"Welcome to showbiz, kid.",S02E01,426
"You know, I'm gonna miss this place.",S02E01,427
"Oh, don't worry, you'll be back.",S02E01,428
"Well, Charlie, your second birthday",S02E01,429
turned out to be pretty memorable,S02E01,430
"More memorable than my second birthday, that's for sure.",S02E01,431
Still too soon.,S02E01,432
"Anyways, you never did get to see the gurgles in concert,",S02E01,433
but that's okay because you have a new favorite show.,S02E01,434
"Ooh, the buttercups!",S02E01,435
"But if you ever wanna see the buttercups in concert,",S02E01,436
"good luck, Charlie.",S02E01,437
Shh! This is a new one.,S02E01,438
"Hey, dad, do you mind if I take Charlie out for a spin?",S02E01,439
"Ooh, sorry, Gabe.",S02E01,440
We don't have the horse anymore.,S02E01,441
But we do have the cart.,S02E01,442
Faster!,S02E01,443
"Okay, say Cheese.",S02E01,444
Giddy up.,S02E01,445
Wow.,S02E01,446
You guys were gone a long time.,S02E01,447
Really? Seems like 30 seconds.,S02E01,448
Oh! Did you see anything interesting?,S02E01,449
"No, just a bunch of credits.",S02E01,450
-Teddy. -Great!,S02E02,0
"Teddy, I've got to talk",S02E02,1
Oh you're kidding. Then what happened?,S02E02,2
Wow.,S02E02,3
Hold on.,S02E02,4
I'm getting another call.,S02E02,5
Really?,S02E02,6
Really.,S02E02,7
Hold on.,S02E02,8
I've got to call you back.,S02E02,9
-What? -What?,S02E02,10
I just opened up the phone bill.,S02E02,11
You are $90 over your texting limit.,S02E02,12
What have you got to say about that?,S02E02,13
"I love you, daddy?",S02E02,14
"Come on, Teddy, this is so irresponsible.",S02E02,15
I expect more from you.,S02E02,16
Hold on.,S02E02,17
I'm getting a text.,S02E02,18
"No, you're not,",S02E02,19
'cause I'm taking your phone away.,S02E02,20
"What? No, you can't do that.",S02E02,21
Taking away my phone would be like taking away your pizza.,S02E02,22
You're fighting for your phone.,S02E02,23
By calling me fat?,S02E02,24
"Well, I'm just really mad.",S02E02,25
"I love you, daddy.",S02E02,26
I'll tell you what You'll get your phone back.,S02E02,27
-When you come up with 90 bucks.,S02E02,28
-That's so unfair.,S02E02,29
Hey dad.,S02E02,30
"Uh, I gotta tell you something.",S02E02,31
What?,S02E02,32
"Well, I was pulling into the garage.",S02E02,33
And I kind of scraped the bug truck.,S02E02,34
Instead of Bob's bugs be gone,S02E02,35
it now says Rob's rugs be gone.,S02E02,36
P.,S02E02,37
J.,S02E02,38
!.,S02E02,39
"Yeah, dad?",S02E02,40
Try and be more careful.,S02E02,41
That's it? He gets try and be more careful,S02E02,42
and I get my phone taken away? Unbelievable!,S02E02,43
"Whoa. She's a handful, eh, Rob?",S02E02,44
Today's all burnt toast ,S02E02,45
"Running late, and dad jokes",S02E02,46
Has anybody seen my left shoe,S02E02,47
"I close my eyes, take a bite",S02E02,48
"Grab a ride, laugh out loud",S02E02,49
There it is up on the roof,S02E02,50
"I've been there, I've survived",S02E02,51
So just take my advice,S02E02,52
"Hang in there, baby",S02E02,53
Things are crazy,S02E02,54
But I know your future's bright,S02E02,55
"Hang in there, baby",S02E02,56
There's no maybe,S02E02,57
Everything turns out all right,S02E02,58
Your life is up and down,S02E02,59
But trust me it comes back around,S02E02,60
You're gonna love who you turn out to be,S02E02,61
"Hang in there, baby.",S02E02,62
"Hey, guys, see you later.",S02E02,63
Are you taking Charlie somewhere?,S02E02,64
"Yes, to the mall.",S02E02,65
We're going to go shopping.,S02E02,66
Shopping for what?,S02E02,67
Girls.,S02E02,68
They just can't resist our adorable little sister.,S02E02,69
I can't believe you'd use Charlie as girl bait.,S02E02,70
"Oh, let him do it.",S02E02,71
"Without charm or personality,",S02E02,72
it's his only play.,S02E02,73
Thank you.,S02E02,74
"All right, just have Charlie back by 3:00.",S02E02,75
I'm taking her to a birthday party at Otto's grotto.,S02E02,76
"Oh, no problem.",S02E02,77
Shouldn't take long.,S02E02,78
"Hey, Charlie, say that thing I taught you.",S02E02,79
I wuv P.,S02E02,80
J.,S02E02,81
Wuv? She can say love.,S02E02,82
"I know, but wuv gets me way more girls.",S02E02,83
Hey honey.,S02E02,84
-Hey. -What's wrong?,S02E02,85
Nobody to play video tennis with.,S02E02,86
All my friends are doing homework.,S02E02,87
Or spending time with their families,S02E02,88
Losers.,S02E02,89
I'll play with you.,S02E02,90
I think I'll go read a book.,S02E02,91
You'd rather read a book.,S02E02,92
Than play video games with your mom?,S02E02,93
"Yeah, you're right.",S02E02,94
I'm gonna go take a nap.,S02E02,95
"Gabe, I've played video games before.",S02E02,96
I know what I'm doing.,S02E02,97
"Mom, that's the tv remote.",S02E02,98
Which I'm moving out of the way.,S02E02,99
So that I can pick up a controller.,S02E02,100
"All right, serve it up, Sonny boy.",S02E02,101
Fine.,S02E02,102
This won't be any fun.,S02E02,103
"Okay, are you ready?",S02E02,104
Go for it.,S02E02,105
"Wow, this might be more fun than I thought.",S02E02,106
Where's Charlie? Where'd Charlie go?,S02E02,107
"Oh, there she is.",S02E02,108
There she is.,S02E02,109
Yeah yeah yeah.,S02E02,110
"Oh, wow.",S02E02,111
Maybe we should put that back.,S02E02,112
Mine.,S02E02,113
"Well, they probably won't miss one ball.",S02E02,114
I count every ball every night!,S02E02,115
Can you zip me up?,S02E02,116
No.,S02E02,117
"No, thank you.",S02E02,118
The girl that usually plays the mermaid,S02E02,119
she quit on me.,S02E02,120
She's now the Pickle at hamburger Hank's.,S02E02,121
"Well, you knew her when.",S02E02,122
That Hank is killing me.,S02E02,123
With his fancy minimum wage.,S02E02,124
"I can't believe I'm about to say this,",S02E02,125
but I could use a job.,S02E02,126
"Okay, slow it down.",S02E02,127
It takes three things to work at Otto's grotto.,S02E02,128
-One you gotta be 16.,S02E02,129
-I am.,S02E02,130
"Two you gotta be good with kids,",S02E02,131
which basically means willing to clean up their puke.,S02E02,132
"I am, she said less excitedly.",S02E02,133
"And most important,",S02E02,134
you gotta speak the language of the sea.,S02E02,135
The what?,S02E02,136
"Like don't be crabby, kids.",S02E02,137
We're gonna have a whale of a time.,S02E02,138
Stuff like that.,S02E02,139
It's our hook.,S02E02,140
"Whoa, I just did it again!",S02E02,141
"Yeah, well, don't worry.",S02E02,142
I won't clam up on you.,S02E02,143
"Well, you'll work on it.",S02E02,144
-When can you start? -The sooner the baiter.,S02E02,145
The first puke you clean up may be mine.,S02E02,146
"Okay, Gabe, what do you think?",S02E02,147
Buttoned? Unbuttoned?,S02E02,148
Unbuttoned give those four chest hairs a chance to breathe.,S02E02,149
So you got a girl coming over?,S02E02,150
"Yep, her name is Kayla.",S02E02,151
I met her at the mall.,S02E02,152
Charlie got you a girl?,S02E02,153
"Yeah, worked like a charm",S02E02,154
"Well, except Charlie got a little confused.",S02E02,155
Instead of saying I wuv P.,S02E02,156
J.,S02E02,157
"She said, I wuv poopy.",S02E02,158
I think Charlie knew what she was saying.,S02E02,159
"Yeah, but I totally saved it.",S02E02,160
I told Kayla my nickname was poopy.,S02E02,161
Kayla and poopy,S02E02,162
"Many years of happiness, sir.",S02E02,163
"Come on, boys, work your magic.",S02E02,164
-Hi Kayla.,S02E02,165
-Hi.,S02E02,166
-This is my brother Gabe. -Ooh ooh ooh!,S02E02,167
"Charlie, there's my little sweetie.",S02E02,168
Hi.,S02E02,169
Come here.,S02E02,170
"Have fun, poopy.",S02E02,171
So do you want to hang out downstairs?,S02E02,172
I have an even better idea.,S02E02,173
"Ashes ashes, we all fall down.",S02E02,174
"Oh my goodne, you're so good.",S02E02,175
"Okay, who wants to play peek-a-boo?",S02E02,176
"-Who wants to play peek-a-boo? -Actually,",S02E02,177
Charlie has to take her nap right now.,S02E02,178
Oh.,S02E02,179
"Well, I guess I'll be going.",S02E02,180
Really?,S02E02,181
I thought we could have some Kayla and poopy time.,S02E02,182
"Yeah, well, maybe next time.",S02E02,183
But this was a really good playdate.,S02E02,184
"I guess, yeah.",S02E02,185
"-Bye, Charlie.",S02E02,186
-Goodbye-bye.,S02E02,187
Who's gonna get a big kiss? I'm going in.,S02E02,188
-Ha! -Mom.,S02E02,189
-Ha! -Dad!,S02E02,190
-Ha! -Mom.,S02E02,191
-Ha! -Dad!,S02E02,192
Ha!,S02E02,193
Can you please make it stop?,S02E02,194
What are you doing?,S02E02,195
Practicing video tennis.,S02E02,196
Gabe crushed me today.,S02E02,197
"You know, it's about 11:00.",S02E02,198
"Yeah, well, mama don't like to lose.",S02E02,199
Didn't we used to have a lamp here?,S02E02,200
I don't think so.,S02E02,201
"Dad, get her out of here.",S02E02,202
I have work tomorrow.,S02E02,203
You got a job?,S02E02,204
"Yeah, I am the puke-cleaning mermaid",S02E02,205
at Otto's grotto.,S02E02,206
But of course if you give me my phone back I can still quit.,S02E02,207
Be sure and wear gloves.,S02E02,208
Ha! Ha!,S02E02,209
"All right, let's go.",S02E02,210
"Come on, give me the controller.",S02E02,211
Not now.,S02E02,212
Mama's in the zone.,S02E02,213
"Yeah, mama doesn't know where the zone is.",S02E02,214
Hey.,S02E02,215
Oh good.,S02E02,216
You're right on time.,S02E02,217
"Yeah, well, it's my first day.",S02E02,218
I didn't want to leave you floundering.,S02E02,219
So where's my mermaid suit?,S02E02,220
"No, that was for a girls' party.",S02E02,221
Today you are working a boys' party.,S02E02,222
They don't like mermaids.,S02E02,223
"All right, so what do they like?",S02E02,224
"Hey hey, stop that.",S02E02,225
Ollie octopus is not a pinata.,S02E02,226
I know.,S02E02,227
Pinatas are fun.,S02E02,228
"Okay, guppies, grab your shoes",S02E02,229
Or any shoes.,S02E02,230
And join your parents outside.,S02E02,231
"Hey, lock up for me, will you?",S02E02,232
"Wait, what?",S02E02,233
And don't forget to count the balls.,S02E02,234
"All right, you heard the man.",S02E02,235
Everybody out.,S02E02,236
Na na!,S02E02,237
Na na!,S02E02,238
Just wait till I get my tentacles on you.,S02E02,239
"Hey, I'm stuck.",S02E02,240
Could you help me?,S02E02,241
No.,S02E02,242
Hello?,S02E02,243
Anybody?,S02E02,244
Kelp.,S02E02,245
"Uh! I'm getting better, aren't I?",S02E02,246
"Yeah, mom.",S02E02,247
That time you only lost 6-1.,S02E02,248
"Hey hey, excuse me, what are you doing?",S02E02,249
I have to study for my history test tomorrow.,S02E02,250
Put that book down and pick up the controller.,S02E02,251
"Dad, mom won't let me do my homework.",S02E02,252
You can do it when you finish playing.,S02E02,253
I am so confused.,S02E02,254
Fine. You know what?,S02E02,255
Finish your stupid homework.,S02E02,256
Call me when you get your priorities straight.,S02E02,257
"Dad, dad, she's out of control.",S02E02,258
You have to talk to her.,S02E02,259
"Why? Because when I tell her to do things, she does them?",S02E02,260
Haven't you been paying attention.,S02E02,261
To the way things work around here?,S02E02,262
"Well, what am I supposed to do?",S02E02,263
"Well, it's easy.",S02E02,264
"Next time you play her, you let her win.",S02E02,265
Let her win?,S02E02,266
Have you ever seen her play?,S02E02,267
I'm not even sure that's possible.,S02E02,268
I'm sure you'll figure it out.,S02E02,269
"All right, come on, get over there and study for your test.",S02E02,270
"Oh, I made that test up just to get rid of her.",S02E02,271
"-You want to play? -Yeah, sure.",S02E02,272
Hey Kayla. Are we going on a picnic?,S02E02,273
"Yes, we are.",S02E02,274
"I have animal crackers, juice boxes.",S02E02,275
And pb&j sandwiches cut into the shapes of stars.,S02E02,276
"Wow, all my favorites.",S02E02,277
"No, I brought them for Charlie, silly.",S02E02,278
"Well, Charlie's not here.",S02E02,279
Mom took her to the playground.,S02E02,280
Oh.,S02E02,281
"Well, let's go meet them there.",S02E02,282
You know what? I'm starting to think.,S02E02,283
That you'd rather spend time with Charlie than with me.,S02E02,284
What?,S02E02,285
That's crazy.,S02E02,286
Are you really jealous of a two-year-old?,S02E02,287
How can a hot guy like you.,S02E02,288
Be so insecure?,S02E02,289
"-Okay, I'm feeling a little better.",S02E02,290
-Yeah.,S02E02,291
The hot guy part really helped.,S02E02,292
Hello? Teddy!,S02E02,293
In here.,S02E02,294
What?,S02E02,295
So how was your first day?,S02E02,296
Get me out of here.,S02E02,297
I'm stuck.,S02E02,298
"Okay, all right.",S02E02,299
Don't worry.,S02E02,300
I'm coming in after you.,S02E02,301
"Oh, man, wow.",S02E02,302
"You know, if I had unlimited texting,",S02E02,303
this wouldn't have happened.,S02E02,304
"Okay, I'm gonna try and push you out, okay?",S02E02,305
Now try pulling.,S02E02,306
"Wow, you know what?",S02E02,307
"You're really wedged in there, Teddy.",S02E02,308
"All right, okay, I'm gonna I'm gonna go for help.",S02E02,309
Uh-oh.,S02E02,310
-Huh! -Ugh!,S02E02,311
"Well, another good shot, mom.",S02E02,312
Is that a bell I hear? Cause you just got schooled.,S02E02,313
Are you trash-talking me?,S02E02,314
What's the matter? Can't take it?,S02E02,315
Gonna run home crying to your mommy?,S02E02,316
You are my mommy.,S02E02,317
And you are my loser!,S02E02,318
That's it.,S02E02,319
"That's it, mom.",S02E02,320
Now I'm playing for real.,S02E02,321
-Let's do this.,S02E02,322
"-Okay, let's to this.",S02E02,323
Where did you learn how to do that?,S02E02,324
I found some cheats on the Internet.,S02E02,325
